dim,gpu_ms,cpu_ms,speedup,max_abs_diff,mean_abs_diff,rel_err,gpu_selected,timestamp
36,0.8120,0.4341,0.535,5.499460e-07,1.279862e-07,4.420763e-04,True,1775789469.4217663
36,0.8130,0.4372,0.538,8.297502e-07,1.140567e-07,1.234492e-03,True,1775789469.5439863
30,0.8890,0.5384,0.606,1.772493e-05,4.385726e-06,3.335245e-04,True,1775789470.4847813
30,0.8632,0.4947,0.573,2.118759e-06,5.883624e-07,2.564603e-04,True,1775789470.599703
30,0.8568,0.4472,0.522,1.122244e-06,2.652533e-07,4.419283e-04,True,1775789470.7136564
30,0.8072,0.4219,0.523,2.066372e-07,6.821286e-08,1.759205e-04,True,1775789470.826335
30,0.8959,0.5136,0.573,4.456937e-05,1.153862e-05,1.698630e-03,True,1775789471.689905
30,0.8243,0.4363,0.529,2.572546e-06,8.904875e-07,4.429748e-04,True,1775789471.7968957
30,0.8306,0.4468,0.538,1.685228e-06,3.996362e-07,6.070474e-04,True,1775789471.9053662
30,0.8025,0.4156,0.518,5.323091e-07,1.180072e-07,5.875251e-04,True,1775789472.012931
30,0.8018,0.4117,0.513,8.405186e-08,2.947822e-08,2.226612e-04,True,1775789472.1202908
30,0.8262,0.4490,0.543,1.488952e-07,4.534052e-08,5.785212e-04,True,1775789472.2270443
36,0.9286,0.5646,0.608,8.187300e-06,2.350486e-06,3.013854e-04,True,1775789473.138171
36,0.8724,0.4642,0.532,6.387010e-06,1.406582e-06,7.753367e-04,True,1775789473.263974
36,0.8029,0.4404,0.549,5.362090e-07,8.664323e-08,1.324616e-04,True,1775789473.3872905
36,0.8380,0.4818,0.575,3.303721e-07,1.034159e-07,3.182387e-04,True,1775789473.510383
30,0.8930,0.5092,0.570,3.043097e-06,6.353361e-07,6.843415e-05,True,1775789474.3110282
30,0.8694,0.4866,0.560,1.102220e-06,3.104780e-07,2.765465e-04,True,1775789474.4274387
30,0.8736,0.4501,0.515,8.528586e-07,2.503369e-07,4.105176e-04,True,1775789474.5446513
30,0.8185,0.4502,0.550,2.178713e-07,7.063592e-08,2.838683e-04,True,1775789474.6711395
30,0.8940,0.5607,0.627,7.082941e-06,1.920596e-06,1.794523e-04,True,1775789475.3538506
30,0.8817,0.5149,0.584,1.193956e-06,2.560498e-07,1.304405e-04,True,1775789475.46253
30,0.8563,0.4579,0.535,1.589302e-06,2.442939e-07,5.570756e-04,True,1775789475.5713327
30,0.8899,0.5227,0.587,3.269524e-07,7.685857e-08,3.313732e-04,True,1775789475.6822443
30,0.7895,0.4175,0.529,1.157750e-07,3.511810e-08,5.434434e-04,True,1775789475.790793
30,0.7960,0.4107,0.516,1.051958e-07,2.511073e-08,4.756723e-04,True,1775789475.8985078
36,0.9892,0.6078,0.615,1.064455e-05,2.878714e-06,6.996259e-04,True,1775789476.736192
36,0.8840,0.5226,0.591,2.184417e-06,6.713279e-07,3.861554e-04,True,1775789476.8724937
36,0.8171,0.4665,0.571,1.411187e-06,2.769657e-07,3.954439e-04,True,1775789477.0028353
36,0.8018,0.4379,0.546,2.751622e-07,6.241069e-08,1.980515e-04,True,1775789477.1319232
30,0.8929,0.5362,0.600,3.729016e-06,9.302040e-07,1.935423e-04,True,1775789477.914459
30,0.8458,0.4590,0.543,2.054265e-06,3.950906e-07,3.630839e-04,True,1775789478.0302575
30,0.8161,0.4599,0.564,1.901644e-07,3.625531e-08,9.476440e-05,True,1775789478.1485567
30,0.8357,0.4765,0.570,6.399932e-08,1.265416e-08,1.464546e-04,True,1775789478.2635
30,0.8867,0.5098,0.575,1.317449e-05,2.401699e-06,2.407964e-04,True,1775789478.9171968
30,0.8322,0.4547,0.546,2.375571e-06,3.667365e-07,4.469215e-04,True,1775789479.0241756
30,0.8062,0.4341,0.538,7.653143e-07,1.240080e-07,4.106931e-04,True,1775789479.131352
30,0.8489,0.3990,0.470,1.419685e-07,2.910626e-08,1.330854e-04,True,1775789479.2391214
30,0.7759,0.4096,0.528,1.570443e-07,3.320949e-08,3.329638e-04,True,1775789479.347494
30,0.7875,0.4143,0.526,1.487206e-08,3.362319e-09,1.019288e-04,True,1775789479.4540071
36,0.8882,0.5455,0.614,4.238263e-05,8.528027e-06,1.686706e-03,True,1775789480.275778
36,0.8356,0.4795,0.574,1.073815e-06,2.244117e-07,1.698662e-04,True,1775789480.4061723
36,0.8908,0.4941,0.555,4.519243e-07,1.118668e-07,1.671556e-04,True,1775789480.5362515
36,0.8008,0.4402,0.550,2.400484e-07,6.412899e-08,2.024505e-04,True,1775789480.664317
30,0.8708,0.5092,0.585,2.916495e-05,4.353460e-06,7.647027e-04,True,1775789481.4822545
30,0.9736,0.5532,0.568,1.629815e-06,3.784499e-07,2.990079e-04,True,1775789481.6011572
30,0.8580,0.4983,0.581,4.342292e-07,1.360160e-07,2.361561e-04,True,1775789481.7258594
30,0.8274,0.4701,0.568,1.482549e-07,3.174588e-08,1.171393e-04,True,1775789481.8448539
30,0.8619,0.5460,0.633,4.151464e-05,7.263860e-06,4.896424e-04,True,1775789482.7323756
30,0.8671,0.5362,0.618,1.736917e-06,5.742102e-07,3.371653e-04,True,1775789482.8407698
30,0.9072,0.5097,0.562,1.427368e-06,2.471455e-07,6.527210e-04,True,1775789482.9490721
30,0.9093,0.5337,0.587,4.526228e-07,9.560810e-08,3.706829e-04,True,1775789483.0579813
30,0.8061,0.4592,0.570,1.179287e-07,2.164529e-08,1.729643e-04,True,1775789483.165438
30,0.7897,0.4261,0.540,3.144669e-07,5.398764e-08,7.584937e-04,True,1775789483.270957
36,0.9019,0.5535,0.614,1.859665e-05,3.688181e-06,3.649207e-04,True,1775789484.227165
36,0.8264,0.4809,0.582,2.359971e-06,3.832610e-07,1.909230e-04,True,1775789484.3571382
36,0.8120,0.4365,0.538,1.119246e-06,3.214528e-07,4.263506e-04,True,1775789484.4852428
36,0.8190,0.4516,0.551,4.464528e-07,9.658793e-08,3.155243e-04,True,1775789484.6148906
36,0.8962,0.5675,0.633,8.933246e-06,3.253605e-06,1.109068e-04,True,1775789485.772143
36,0.8909,0.5243,0.589,3.330410e-06,8.705599e-07,2.599657e-04,True,1775789485.906233
36,0.8860,0.5219,0.589,1.332723e-06,2.955688e-07,4.205277e-04,True,1775789486.037268
36,0.8727,0.5122,0.587,4.566973e-07,1.104938e-07,4.784309e-04,True,1775789486.167655
36,0.9902,0.5793,0.585,1.807511e-05,3.418884e-06,1.646293e-04,True,1775789486.9203362
36,0.9175,0.5361,0.584,1.105433e-05,1.711570e-06,6.339897e-04,True,1775789487.0506992
36,0.9062,0.5324,0.588,1.033768e-06,1.401343e-07,2.614718e-04,True,1775789487.1816306
36,0.8909,0.5357,0.601,1.571607e-07,3.346582e-08,1.647749e-04,True,1775789487.3097484
36,0.8799,0.5311,0.604,7.614290e-08,2.065220e-08,1.272423e-04,True,1775789487.4387624
36,0.8980,0.5322,0.593,2.884190e-08,7.304896e-09,8.655813e-05,True,1775789487.5690763
42,0.8998,0.5640,0.627,1.328252e-05,3.727652e-06,7.417603e-04,True,1775789488.370019
42,0.8420,0.4894,0.581,5.827751e-07,1.625357e-07,9.214771e-05,True,1775789488.5130715
42,0.8127,0.4663,0.574,1.429464e-06,2.633524e-07,4.566976e-04,True,1775789488.6570876
42,0.8724,0.5357,0.614,5.092006e-07,1.140908e-07,4.844373e-04,True,1775789488.8013127
42,0.9085,0.5695,0.627,3.864756e-06,1.305120e-06,1.277970e-04,True,1775789489.686545
42,0.8590,0.5111,0.595,8.590578e-07,1.953344e-07,2.474706e-04,True,1775789489.8313408
42,0.9322,0.5468,0.587,7.402850e-07,1.093644e-07,2.826306e-04,True,1775789489.975099
42,0.9012,0.5342,0.593,6.206101e-07,1.158126e-07,6.548891e-04,True,1775789490.1221762
42,0.9310,0.5617,0.603,4.157797e-05,6.934635e-06,3.772900e-04,True,1775789491.0466342
42,0.8458,0.5012,0.593,5.766749e-06,1.395514e-06,3.416912e-04,True,1775789491.1851869
42,0.8827,0.5459,0.618,1.235865e-06,3.352182e-07,2.821998e-04,True,1775789491.3201203
42,0.8445,0.5096,0.603,6.749069e-07,1.326661e-07,3.206693e-04,True,1775789491.4569948
42,0.8724,0.5448,0.624,2.420694e-05,2.592771e-06,1.775917e-04,True,1775789492.2858803
42,0.8426,0.4814,0.571,2.819858e-05,3.520494e-06,1.570863e-03,True,1775789492.4232795
42,0.9124,0.5413,0.593,1.314096e-06,1.808238e-07,2.596086e-04,True,1775789492.5720575
42,0.9267,0.5921,0.639,1.018285e-06,1.576668e-07,4.908061e-04,True,1775789492.7134
42,0.8072,0.4817,0.597,4.272442e-07,7.069865e-08,4.151039e-04,True,1775789492.8516586
42,0.8151,0.4409,0.541,2.630404e-07,4.316622e-08,5.173825e-04,True,1775789492.9882405
36,0.8652,0.5202,0.601,1.362688e-05,1.854025e-06,4.814380e-04,True,1775789493.7684155
36,0.8653,0.5239,0.605,7.703857e-07,2.099774e-07,2.556973e-04,True,1775789493.8975477
36,0.8437,0.4879,0.578,5.256079e-07,1.179755e-07,3.592400e-04,True,1775789494.0269783
36,0.8335,0.4679,0.561,1.273293e-07,2.496183e-08,2.165677e-04,True,1775789494.158853
36,0.8663,0.5212,0.602,1.015275e-05,2.188006e-06,4.170398e-04,True,1775789494.9823568
36,0.9489,0.5736,0.605,1.342269e-06,2.988840e-07,3.119241e-04,True,1775789495.1134424
36,0.8632,0.4975,0.576,5.748589e-07,1.095418e-07,3.756113e-04,True,1775789495.2469118
36,0.8487,0.4861,0.573,1.941517e-07,4.683903e-08,2.993392e-04,True,1775789495.3768833
36,0.8847,0.5227,0.591,1.117960e-05,2.356931e-06,1.710821e-04,True,1775789496.2504573
36,0.8179,0.4575,0.559,5.204696e-06,7.273341e-07,7.556210e-04,True,1775789496.3798738
36,0.8100,0.4575,0.565,5.061738e-07,1.433213e-07,2.005512e-04,True,1775789496.510327
36,0.8438,0.4771,0.565,1.132721e-06,2.034033e-07,7.933243e-04,True,1775789496.6398816
36,0.8172,0.4389,0.537,1.047229e-07,2.118135e-08,1.186701e-04,True,1775789496.7701657
36,0.8078,0.4123,0.510,4.469184e-07,7.451998e-08,7.970791e-04,True,1775789496.898929
42,0.8857,0.5383,0.608,2.420694e-05,5.126494e-06,4.018989e-04,True,1775789497.883907
42,0.8603,0.5229,0.608,2.279412e-06,4.527276e-07,4.579658e-04,True,1775789498.0351717
42,0.8462,0.5018,0.593,2.720044e-07,8.259295e-08,2.175219e-04,True,1775789498.185361
42,0.8910,0.5181,0.581,1.707231e-07,4.177372e-08,3.151100e-04,True,1775789498.336898
42,0.9910,0.6283,0.634,8.456409e-06,1.696889e-06,1.936931e-04,True,1775789499.3479285
42,0.8458,0.4890,0.578,4.125759e-06,7.733472e-07,5.292036e-04,True,1775789499.501856
42,0.8814,0.5199,0.590,2.938323e-07,4.555583e-08,1.166402e-04,True,1775789499.6554644
42,0.7885,0.4305,0.546,2.947636e-07,6.530298e-08,2.789339e-04,True,1775789499.8076963
42,0.8888,0.5525,0.622,6.097660e-06,1.116521e-06,5.421123e-05,True,1775789501.0429673
42,0.8295,0.4871,0.587,7.412629e-06,1.714990e-06,6.339551e-04,True,1775789501.1938338
42,0.8236,0.4788,0.581,1.470791e-06,2.862081e-07,5.252407e-04,True,1775789501.346547
42,0.8960,0.5093,0.568,5.407492e-07,1.168591e-07,3.427935e-04,True,1775789501.4972975
42,0.8571,0.4819,0.562,5.016045e-08,1.694399e-08,1.437482e-04,True,1775789501.6541252
42,0.9328,0.5384,0.577,4.978210e-08,1.092831e-08,2.165096e-04,True,1775789501.8069258
48,0.9463,0.5959,0.630,1.706183e-05,3.922616e-06,2.100182e-04,True,1775789503.0741146
48,0.8899,0.5877,0.660,1.017295e-06,3.897578e-07,1.112222e-04,True,1775789503.2453752
48,0.8765,0.5995,0.684,9.536743e-07,2.397179e-07,2.605939e-04,True,1775789503.4175858
48,0.8488,0.5122,0.603,3.237583e-07,9.708344e-08,2.758786e-04,True,1775789503.588942
54,0.9612,0.6370,0.663,8.523464e-06,1.242883e-06,6.762812e-05,True,1775789504.7371292
54,0.9054,0.5811,0.642,5.029826e-06,1.365521e-06,7.761714e-04,True,1775789504.9254284
54,0.9247,0.6062,0.656,1.316308e-06,3.207897e-07,7.342353e-04,True,1775789505.1176355
54,0.9336,0.5847,0.626,4.749745e-07,1.250976e-07,6.261479e-04,True,1775789505.3155715
54,0.9370,0.5827,0.622,1.932785e-07,3.872554e-08,4.316653e-04,True,1775789505.5089161
54,0.9892,0.6037,0.610,5.668699e-08,1.746805e-08,3.866708e-04,True,1775789505.7022674
60,0.9552,0.6330,0.663,1.570582e-05,2.865760e-06,4.869022e-04,True,1775789506.770004
60,0.9465,0.6246,0.660,8.399657e-07,2.295140e-07,2.400213e-04,True,1775789506.983905
60,0.9718,0.6237,0.642,1.961016e-07,3.850687e-08,1.471212e-04,True,1775789507.2003696
60,0.9576,0.6123,0.639,3.444729e-07,7.739104e-08,4.095656e-04,True,1775789507.4151998
60,0.9554,0.6461,0.676,1.514144e-05,1.716445e-06,2.075402e-04,True,1775789508.5565672
60,0.9411,0.6018,0.639,7.489580e-06,1.109987e-06,1.205379e-03,True,1775789508.7740328
60,0.9431,0.6484,0.687,4.606554e-07,1.178646e-07,2.397511e-04,True,1775789508.9916086
60,0.8891,0.5774,0.649,3.718305e-07,7.631492e-08,2.499343e-04,True,1775789509.2082148
60,0.9378,0.6438,0.686,6.131083e-05,5.543933e-06,5.461239e-04,True,1775789510.3878381
60,0.9112,0.5988,0.657,1.307204e-05,1.906334e-06,6.432065e-04,True,1775789510.5925243
60,0.9122,0.5921,0.649,2.821907e-06,4.269971e-07,3.623592e-04,True,1775789510.7959688
60,0.9093,0.5972,0.657,8.784700e-07,1.928265e-07,3.980819e-04,True,1775789510.9985583
60,0.8897,0.5804,0.652,4.484318e-07,1.068173e-07,4.209009e-04,True,1775789511.2067862
60,0.9452,0.5874,0.622,2.854795e-07,5.201251e-08,4.392776e-04,True,1775789511.4141054
66,1.0772,0.6802,0.631,5.435944e-05,5.347558e-06,5.930860e-04,True,1775789512.596739
66,1.0804,0.6225,0.576,5.941838e-06,1.304087e-06,6.570594e-04,True,1775789512.822254
66,1.0710,0.6164,0.575,2.591405e-06,4.558302e-07,7.360631e-04,True,1775789513.0449576
66,1.0385,0.5844,0.563,8.255010e-07,1.843498e-07,6.602836e-04,True,1775789513.2670858
66,1.0996,0.6651,0.605,1.032054e-04,9.793554e-06,3.047024e-04,True,1775789515.1458192
66,1.0772,0.6193,0.575,1.718476e-05,2.647802e-06,4.977629e-04,True,1775789515.3670826
66,1.0568,0.6025,0.570,3.535300e-06,7.820239e-07,6.499027e-04,True,1775789515.5906987
66,1.1254,0.6491,0.577,1.392560e-06,3.036160e-07,6.058314e-04,True,1775789515.818736
66,1.0889,0.6415,0.589,5.133334e-07,9.924505e-08,4.862787e-04,True,1775789516.0473833
66,1.0456,0.6314,0.604,8.713687e-08,1.860272e-08,1.885725e-04,True,1775789516.272295
66,1.0926,0.6634,0.607,2.785027e-05,4.684593e-06,3.081553e-04,True,1775789517.3410444
66,1.0476,0.6148,0.587,6.577931e-06,1.258581e-06,5.827391e-04,True,1775789517.567627
66,1.0719,0.6296,0.587,1.313863e-06,2.929644e-07,4.717534e-04,True,1775789517.7978988
66,1.0824,0.6250,0.577,7.415656e-07,1.272329e-07,5.122523e-04,True,1775789518.028129
66,1.0506,0.6078,0.579,3.033783e-07,4.354197e-08,3.304237e-04,True,1775789518.255326
66,1.0249,0.5903,0.576,1.768931e-07,3.055625e-08,3.783267e-04,True,1775789518.4872162
72,1.0996,0.7479,0.680,1.336215e-05,3.607284e-06,8.633996e-04,True,1775789519.4441662
72,1.0416,0.6200,0.595,1.097331e-06,2.370428e-07,6.360573e-04,True,1775789519.690559
72,1.0995,0.6732,0.612,2.268935e-07,3.716751e-08,1.413075e-04,True,1775789519.932628
72,1.0607,0.6612,0.623,3.123423e-07,5.413900e-08,4.869979e-04,True,1775789520.174975
72,1.0783,0.6825,0.633,1.404621e-05,2.472020e-06,4.448139e-04,True,1775789521.1178875
72,1.0936,0.6930,0.634,1.815788e-06,3.084590e-07,6.241452e-04,True,1775789521.3714757
72,1.1398,0.7409,0.650,5.727925e-07,1.228134e-07,9.220612e-04,True,1775789521.6155522
72,1.0998,0.7179,0.653,1.688741e-07,3.004064e-08,4.746041e-04,True,1775789521.8744986
78,1.1325,0.8253,0.729,9.708107e-06,1.910325e-06,1.817394e-04,True,1775789522.8202
78,1.0804,0.7229,0.669,1.283675e-06,3.580989e-07,5.703540e-04,True,1775789523.0735693
78,1.1356,0.7547,0.665,4.430185e-07,8.609308e-08,4.010003e-04,True,1775789523.34282
78,1.0711,0.6926,0.647,1.351873e-07,3.771813e-08,3.943108e-04,True,1775789523.5960007
78,1.2421,0.8137,0.655,8.142524e-08,2.074293e-08,4.799300e-04,True,1775789523.8654451
78,1.0830,0.7103,0.656,6.773917e-08,1.753541e-08,5.616408e-04,True,1775789524.1208599
84,1.1172,0.7782,0.697,3.158604e-05,4.893846e-06,1.667002e-03,True,1775789525.0848622
84,1.1172,0.7553,0.676,1.476204e-06,3.477889e-07,8.548517e-04,True,1775789525.3564906
84,1.1194,0.7581,0.677,4.047179e-07,9.839135e-08,5.064968e-04,True,1775789525.6276617
84,1.1634,0.7908,0.680,1.666303e-07,4.879717e-08,5.133416e-04,True,1775789525.9026818
84,1.1039,0.7715,0.699,4.822505e-06,1.071999e-06,5.313081e-04,True,1775789526.88568
84,1.0967,0.7532,0.687,1.186971e-06,2.589008e-07,3.755634e-04,True,1775789527.1614275
84,1.1131,0.7351,0.660,3.868081e-07,8.131403e-08,7.507162e-04,True,1775789527.4332232
84,1.1165,0.7473,0.669,3.830064e-08,9.481737e-09,1.983259e-04,True,1775789527.7079258
84,1.0947,0.7658,0.700,2.370775e-05,4.995352e-06,1.100275e-03,True,1775789528.5874913
84,1.0936,0.7310,0.668,2.887100e-07,6.929271e-08,1.776789e-04,True,1775789528.8516665
84,1.0998,0.7396,0.673,3.087916e-07,5.484071e-08,3.664156e-04,True,1775789529.1167216
84,1.0570,0.6943,0.657,1.411536e-07,3.004806e-08,3.376394e-04,True,1775789529.382359
84,1.1008,0.7808,0.709,1.956895e-05,2.665594e-06,3.404550e-04,True,1775789530.4350464
84,1.0969,0.7586,0.692,4.183501e-06,5.185094e-07,6.660129e-04,True,1775789530.702512
84,1.2046,0.8315,0.690,7.283088e-07,1.249891e-07,7.510283e-04,True,1775789530.9684448
84,1.1090,0.7469,0.673,1.168446e-07,2.428592e-08,2.273467e-04,True,1775789531.2355204
84,1.1941,0.8356,0.700,2.187153e-07,3.572492e-08,1.054681e-03,True,1775789531.504991
84,1.1026,0.7558,0.685,2.546949e-08,5.414401e-09,1.786572e-04,True,1775789531.7735908
90,1.1205,0.8153,0.728,8.603558e-06,1.714170e-06,4.058736e-04,True,1775789532.767112
90,1.0948,0.8085,0.738,7.756462e-07,1.605702e-07,3.337362e-04,True,1775789533.0505626
90,1.0844,0.7813,0.720,8.373754e-07,1.480180e-07,1.450041e-03,True,1775789533.3338654
90,1.1018,0.8020,0.728,2.369488e-07,4.241177e-08,8.484849e-04,True,1775789533.6164663
36,0.8796,0.5393,0.613,1.502363e-05,3.760904e-06,3.629433e-04,True,1775789534.478034
36,0.8305,0.4816,0.580,2.013403e-07,4.669083e-08,8.793619e-05,True,1775789534.6125352
36,0.8338,0.4844,0.581,1.398148e-07,3.285778e-08,1.450092e-04,True,1775789534.7493289
36,0.8560,0.4983,0.582,1.043445e-07,2.501019e-08,1.821058e-04,True,1775789534.8859963
36,0.8722,0.5336,0.612,3.611320e-06,1.117180e-06,9.109884e-05,True,1775789535.6789086
36,0.8274,0.4617,0.558,9.415671e-07,1.688063e-07,1.430202e-04,True,1775789535.8082225
36,0.8185,0.4574,0.559,1.061126e-07,2.248155e-08,7.775905e-05,True,1775789535.939592
36,0.8242,0.4562,0.553,7.159542e-08,7.802315e-09,6.263757e-05,True,1775789536.069071
36,0.8212,0.4586,0.558,1.901935e-08,4.878566e-09,8.348008e-05,True,1775789536.2012222
36,0.8079,0.4383,0.543,9.329142e-09,2.419822e-09,6.273039e-05,True,1775789536.3301282
42,0.8919,0.5556,0.623,1.930818e-05,5.149858e-06,5.518683e-04,True,1775789537.2878814
42,0.8868,0.5417,0.611,4.418660e-06,9.073677e-07,3.387946e-04,True,1775789537.440952
42,0.8737,0.5475,0.627,4.687463e-07,1.363634e-07,1.439313e-04,True,1775789537.5936458
42,0.8806,0.5539,0.629,2.749730e-07,6.763345e-08,3.197767e-04,True,1775789537.7453337
42,0.9085,0.5605,0.617,3.209338e-05,2.013642e-06,4.980560e-04,True,1775789538.6316187
42,0.8581,0.5525,0.644,1.769513e-06,3.563428e-07,1.541837e-04,True,1775789538.787205
42,0.8212,0.4958,0.604,3.296882e-07,5.703364e-08,9.866088e-05,True,1775789538.9397054
42,0.8035,0.4707,0.586,2.662418e-07,5.770888e-08,3.136437e-04,True,1775789539.09148
42,0.9277,0.5560,0.599,1.080334e-05,8.822151e-07,1.286703e-04,True,1775789539.8875737
42,0.8723,0.5352,0.614,5.156733e-06,3.988628e-07,4.564078e-04,True,1775789540.0356982
42,0.8151,0.4776,0.586,1.754961e-07,3.042920e-08,1.510217e-04,True,1775789540.179273
42,0.8130,0.4969,0.611,2.417946e-07,4.625805e-08,3.003803e-04,True,1775789540.3257494
42,0.8244,0.4926,0.598,6.577466e-08,1.370954e-08,2.421263e-04,True,1775789540.4720545
42,0.8121,0.4663,0.574,4.946560e-08,6.504831e-09,2.450483e-04,True,1775789540.6163075
48,0.9240,0.6333,0.685,8.188188e-06,2.167471e-06,2.696177e-04,True,1775789541.6060734
48,0.8550,0.5292,0.619,2.268702e-06,5.053045e-07,2.622780e-04,True,1775789541.7753236
48,0.8092,0.4854,0.600,1.217704e-06,2.742842e-07,3.763935e-04,True,1775789541.9416175
48,0.9011,0.5527,0.613,2.461020e-07,4.728913e-08,2.366013e-04,True,1775789542.1085792
48,0.8827,0.5776,0.654,1.840387e-05,1.643205e-06,3.231294e-04,True,1775789543.0787096
48,0.8522,0.5435,0.638,4.204921e-06,5.857473e-07,3.565942e-04,True,1775789543.2478435
48,0.8539,0.5266,0.617,1.071487e-06,1.920987e-07,4.893140e-04,True,1775789543.416607
48,0.8131,0.4951,0.609,2.041343e-07,3.424393e-08,2.586301e-04,True,1775789543.5836964
48,0.9855,0.6247,0.634,6.903708e-05,5.063627e-06,1.021682e-03,True,1775789544.4047046
48,0.8793,0.5497,0.625,2.482906e-06,4.005660e-07,2.796262e-04,True,1775789544.5671318
48,0.8786,0.5352,0.609,4.444737e-07,7.763495e-08,1.553004e-04,True,1775789544.7330585
48,0.8417,0.5151,0.612,3.946479e-07,9.505430e-08,6.620250e-04,True,1775789544.89253
48,0.8305,0.4899,0.590,1.008921e-07,1.758726e-08,3.453393e-04,True,1775789545.0533242
48,0.8722,0.5397,0.619,2.976158e-07,2.685654e-08,7.108866e-04,True,1775789545.2137494
54,0.9319,0.6049,0.649,5.232915e-05,7.584572e-06,1.250922e-03,True,1775789546.136641
54,0.8706,0.5235,0.601,3.230525e-06,7.056939e-07,4.792005e-04,True,1775789546.3113277
54,0.9185,0.5837,0.636,7.870549e-07,1.457008e-07,2.327575e-04,True,1775789546.488339
54,0.9383,0.5932,0.632,1.762528e-07,4.394240e-08,2.056719e-04,True,1775789546.6762786
54,0.9556,0.6186,0.647,2.926285e-05,3.400760e-06,7.378472e-04,True,1775789547.6587296
54,0.9607,0.6074,0.632,4.075933e-06,5.237385e-07,7.721388e-04,True,1775789547.8474972
54,0.9080,0.5537,0.610,2.766959e-06,3.521210e-07,7.735122e-04,True,1775789548.0278816
54,0.8737,0.5225,0.598,2.880115e-07,2.720427e-08,2.089854e-04,True,1775789548.202505
54,0.9410,0.6189,0.658,4.650652e-05,6.860642e-06,6.681912e-04,True,1775789549.0185063
54,0.8977,0.5525,0.615,5.315989e-06,6.386308e-07,1.981230e-04,True,1775789549.1858814
54,0.8970,0.5615,0.626,3.891997e-06,4.207176e-07,4.762064e-04,True,1775789549.3524199
54,0.9271,0.6027,0.650,5.639158e-06,3.969282e-07,1.030697e-03,True,1775789549.5186026
54,0.8714,0.5220,0.599,6.146729e-07,5.879114e-08,2.184593e-04,True,1775789549.6869245
54,0.8520,0.5026,0.590,3.082096e-07,5.971005e-08,4.927553e-04,True,1775789549.852106
120,1.1569,0.9935,0.859,2.025999e-05,1.420708e-06,5.521368e-04,True,1775789551.0453527
120,1.1735,1.0022,0.854,3.877794e-06,5.322647e-07,1.240913e-03,True,1775789551.401376
120,1.1623,1.0163,0.874,1.012115e-06,1.903126e-07,5.312317e-04,True,1775789551.7584667
120,1.1582,1.0040,0.867,8.008210e-07,9.448169e-08,6.361545e-04,True,1775789552.1111937
126,1.2401,1.2051,0.972,3.910065e-05,6.302412e-06,2.138963e-03,True,1775789553.3784893
126,1.1561,1.0214,0.883,3.727851e-06,4.486380e-07,5.945003e-04,True,1775789553.7505085
126,1.1344,1.0377,0.915,1.609325e-06,2.430082e-07,9.668737e-04,True,1775789554.1180656
126,1.1571,1.0761,0.930,1.506123e-07,2.982888e-08,4.691060e-04,True,1775789554.4981697
144,1.3467,1.2254,0.910,1.542922e-05,4.338031e-06,7.196463e-04,True,1775789555.8113213
144,1.3192,1.1642,0.883,4.174653e-06,5.409267e-07,5.454581e-04,True,1775789556.2111003
144,1.3694,1.1595,0.847,9.280629e-07,2.021662e-07,4.580235e-04,True,1775789556.6114414
144,1.3149,1.1605,0.883,6.749906e-07,1.427695e-07,5.913010e-04,True,1775789557.0164044
144,1.3212,1.1717,0.887,3.191963e-07,9.245637e-08,4.571201e-04,True,1775789557.4153583
144,1.3172,1.2459,0.946,1.541048e-07,4.106715e-08,3.784556e-04,True,1775789557.8146317
150,1.3592,1.2908,0.950,1.287740e-05,2.367881e-06,6.897617e-04,True,1775789559.2940178
150,1.3339,1.2104,0.907,2.178014e-06,4.895239e-07,7.759954e-04,True,1775789559.733032
150,1.3681,1.2360,0.903,8.158531e-07,1.715682e-07,6.130985e-04,True,1775789560.179834
150,1.3507,1.2299,0.911,3.287860e-07,6.032831e-08,4.204062e-04,True,1775789560.6207259
132,1.3066,1.1224,0.859,2.773292e-05,2.586007e-06,8.922338e-04,True,1775789561.934142
132,1.4000,1.2589,0.899,1.244654e-06,2.825234e-07,4.259353e-04,True,1775789562.345054
132,1.3059,1.0981,0.841,2.672896e-07,5.967916e-08,2.187259e-04,True,1775789562.7557926
132,1.2984,1.1011,0.848,4.527683e-07,6.749851e-08,5.982279e-04,True,1775789563.163976
132,1.3251,1.0935,0.825,2.106233e-05,3.690592e-06,5.835893e-04,True,1775789564.4985416
132,1.3233,1.1029,0.833,1.247754e-06,2.829493e-07,3.462113e-04,True,1775789564.901488
132,1.3404,1.0940,0.816,6.114133e-07,8.636230e-08,2.604569e-04,True,1775789565.3056128
132,1.3117,1.0978,0.837,2.583838e-07,5.758752e-08,2.692061e-04,True,1775789565.7053585
132,1.2831,1.0882,0.848,5.375477e-08,1.110430e-08,1.208313e-04,True,1775789566.1069198
132,1.3199,1.1530,0.874,1.209264e-07,3.070543e-08,4.410103e-04,True,1775789566.507429
138,1.3343,1.2880,0.965,1.912750e-05,1.611872e-06,2.737244e-04,True,1775789567.973926
138,1.3330,1.1978,0.899,1.297332e-06,3.369132e-07,5.578175e-04,True,1775789568.4112926
138,1.3534,1.2225,0.903,7.662456e-07,8.692141e-08,3.208607e-04,True,1775789568.8498428
138,1.3433,1.3129,0.977,1.521403e-07,2.743078e-08,1.553791e-04,True,1775789569.284439
